original_chinese_name,translated_name,wirescreen_name_en,last_retrieval_date,flags,government_ownership_fraction,historical_shareholders,investments,direct_shareholders,beneficial_owners,customers,suppliers,pdf_link
新疆开鲜农业有限公司,Xinjiang Kaixian Agriculture Co.,Xinjiang Kaixian Agriculture Company Limited,"September 16, 2024",,,"""Xinyuan County Quanlai Agriculture Company Limited"" (2023-2025: 0.99); ""GUO Weilong"" (2023-2025: 0.01)",,Xinyuan County Quanlai Agriculture Company Limited:0.99; GUO Weilong:0.01,Xinyuan County Quanlai Agriculture Company Limited:0.99; GUO Weilong:0.01,,,/pdfs/Xinjiang Kaixian Agriculture Company Limited.pdf
新疆御鲜水产养殖有限责任公司,Xinjiang Yuxian Aquaculture Co.,,,,,,,,,,,
新疆德瑞斯生态养殖有限责任公司,Xinjiang Deruis Ecological Breeding Co.,,,,,,,,,,,
新疆德胜鑫卤虫捕捞有限责任公司,Xinjiang Deshengxin Artemia Fishing Co.,Xinjiang Deshengxin Artemia Fishing Company Limited,,Tier 1 supplier to Labor Issues - Agriculture; Tier 1 supplier to State Controlled Enterprise,,,,,,Xinjiang Deshengxin Artemia Fishing Company Limited:Freshwater Fishing Products:23.400000000000002:2023-07-02,,/pdfs/Xinjiang Deshengxin Artemia Fishing Company Limited.pdf
新疆忠宾祥种植养殖农民专业合作社,Xinjiang Zhongbinxiang Planting and Breeding Farmers Professional Cooperative,,,,,,,,,,,
新疆怒尔拜养殖有限公司,Xinjiang Nu Er Bay Breeding Co.,,,,,,,,,,,
新疆恒源生态渔业有限公司,Xinjiang Hengyuan Ecological Fisheries Co.,,,,,,,,,,,
新疆恒裕农业科技发展有限公司,Xinjiang Hengyu Agricultural Technology Development Co.,,,,,,,,,,,
新疆振兴农林牧渔产业融合发展有限公司,Xinjiang Revitalization Agriculture,,,,,,,,,,,
新疆新港海产养殖有限公司,Xinjiang Xingang Maritime Breeding Co.,,,,,,,,,,,
新疆新申农牧科技有限公司,Xinjiang Xinshen Agriculture and Animal Husbandry Technology Co.,Xinjiang Xinshen Agriculture And Animal Husbandry Technology Company Limited,"December 11, 2023",,,"""LIN Guangming"" (2020-2025: 0.51); ""JIA Xiaotian"" (2020-2025: 0.49)",,LIN Guangming:0.51; JIA Xiaotian:0.49,LIN Guangming:0.51; JIA Xiaotian:0.49,,,/pdfs/Xinjiang Xinshen Agriculture And Animal Husbandry Technology Company Limited.pdf
新疆新达共创生态养殖有限公司,Xinjiang Xinda Gongchuang Ecological Breeding Co.,,,,,,,,,,,
新疆新鸿屹渔业发展有限公司,Xinjiang Xinhongyi Fishery Development Co.,,,,,,,,,,,
新疆旭康养殖有限公司,Xinjiang Xukang Breeding Co.,Xinjiang Xukang Breeding Company Limited,"December 17, 2024",Labor Issues - Agriculture; Labor Issues - Food Processing Ownership: 100.0%; Xinjiang Supply Chain Exposure Ownership: 100.0%; Government Ownership: 27.3%; U.S. Government Procurement Restricted Ownership: 21.9%; CBP Withhold Release Orders (WRO) and Findings List Ownership: 21.6%; Party Affiliated Ownership: 21.6%; U.S. Export Restricted - Entity List Ownership: 21.6%; U.S. Export Restricted - SDN Ownership: 21.6%; UFLPA Entity List Ownership: 21.6%, 27.3%,"""Xinjiang Tiankang Feed Company Limited"" (2020-2025: 1)",Xinjiang Xukang Breeding Company Limited Self-Trophic Branch:1,Xinjiang Tiankang Feed Company Limited:1,Tecon Biology Company Limited:1,,,/pdfs/Xinjiang Xukang Breeding Company Limited.pdf
新疆时时鲜水产有限公司,Xinjiang Shishi Fresh Aquatic Products Co.,,,,,,,,,,,
新疆昆仑牛郎农牧科技开发有限公司,Xinjiang Kunlun Cowherd Agriculture and Animal Husbandry Technology Development Co.,,,,,,,,,,,
新疆昱泰生态渔业有限公司,Xinjiang Yutai Ecological Fishery Co.,,,,,,,,,,,
新疆景橡生态科技发展有限公司,Xinjiang Jingxiang Ecological Technology Development Co.,Xinjiang Jingxiang Ecological Technology Development Company Limited,"April 28, 2023",Labor Issues - Agriculture; Government Ownership: 100.0%, 100.0%,"""Xinjiang Transportation Construction Investment Holding Company Limited"" (2020-2025: 1)",,Xinjiang Transportation Construction Investment Holding Company Limited:1,State-owned Assets Supervision and Administration Commission of the People's Government of Xinjiang Uygur Autonomous Region:1,,,/pdfs/Xinjiang Jingxiang Ecological Technology Development Company Limited.pdf
新疆月泉食品有限公司,Xinjiang Yuequan Food Co.,Xinjiang Yuequan Food Company Limited,"December 14, 2023",,,"""Unknown"" (2017: 0.2, 2018-2021: 1, 2022-2025: 0.5); ""Unknown"" (2017: 0.6); ""Unknown"" (2017: 0.2, 2022-2025: 0.5)",,:0.5; :0.5,:0.5; :0.5,,,/pdfs/Xinjiang Yuequan Food Company Limited.pdf
新疆桦城汇鑫农业科技有限责任公司,Xinjiang Huacheng Huixin Agricultural Technology Co.,,,,,,,,,,,
新疆楚丰汇隆生态农业有限公司,Xinjiang Chufeng Huilong Ecological Agriculture Co.,,,,,,,,,,,
新疆正大畜禽有限公司,Xinjiang Zhengda Livestock Poultry Co.,,,,,,,,,,,
新疆正感养殖农民专业合作社,Xinjiang Zhenggan Breeding Farmers Professional Cooperative,,,,,,,,,,,
新疆正鑫旺水产养殖销售有限责任公司,Xinjiang Zhengxinwang Aquaculture Sales Co.,Xinjiang Zhengxinwang Aquaculture Sales Company Limited,"January 02, 2025",,,,,,,,,/pdfs/Xinjiang Zhengxinwang Aquaculture Sales Company Limited.pdf
新疆水中鱼水产养殖有限公司,Xinjiang Waterfish Aquaculture Co.,,,,,,,,,,,
新疆水发生态科技有限公司,Xinjiang Ehe Ecological Aquaculture Technology Co.,,,,,,,,,,,
新疆汇鑫海渔业养殖开发有限公司,Xinjiang Huixinhai Fishery Breeding Development Co.,,,,,,,,,,,
新疆沃海畜牧养殖有限公司,Xinjiang Wohai Livestock Breeding Co.,,,,,,,,,,,
新疆沙海渔业科技有限公司,Xinjiang Shahai Fishery Technology Co.,,,,,,,,,,,
新疆沪兵水产科技有限公司,Xinjiang Hubing Aquatic Technology Co.,Xinjiang Hubing Aquatic Technology Company Limited,"November 18, 2024",,,,,DENG Pingping:0.83334; WANG Yanzhuo:0.16667,DENG Pingping:0.833; WANG Yanzhuo:0.167,,,/pdfs/Xinjiang Hubing Aquatic Technology Company Limited.pdf
新疆泉溪生态养殖科技有限公司,Xinjiang Quanxi Ecological Breeding Technology Co.,Xinjiang Quanxi Ecological Breeding Technology Company Limited,"October 06, 2024",,,,,JIANG Yongquan:0.61; SHU Hao:0.39,JIANG Yongquan:0.61; SHU Hao:0.39,,,/pdfs/Xinjiang Quanxi Ecological Breeding Technology Company Limited.pdf
新疆泉盛渔业有限公司,Xinjiang Quansheng Fishery Co.,,,,,,,,,,,
新疆浙云实业发展有限责任公司,Xinjiang Zheyun Industrial Development Co.,,,,,,,,,,,
新疆海威渔业有限责任公司,Xinjiang Haiwei Fishery Co.,,,,,,,,,,,
新疆海沃水产养殖有限责任公司,Xinjiang Haiwo Aquaculture Co.,,,,,,,,,,,
新疆海龙汪水产养殖有限公司,Xinjiang Hailongwang Aquaculture Co.,,,,,,,,,,,
新疆润鑫渔业有限公司,Xinjiang Runxin Fishery Co.,,,,,,,,,,,
新疆渔你有约养殖种植农民专业合作社,Xinjiang Fish Breeding and Planting Farmers Professional Cooperative,,,,,,,,,,,
新疆渔掌门生态渔业有限公司,Xinjiang Fishery Leader Ecological Fishery Co.,,,,,,,,,,,
新疆渔樵农业科技有限公司,Xinjiang Yuqiao Agricultural Technology Co.,,,,,,,,,,,
新疆渔樵水产养殖专业合作社,Xinjiang Fishing and Woodcutter Aquaculture Professional Cooperative,,,,,,,,,,,
新疆渔歌水产养殖有限公司,Xinjiang Yuge Aquaculture Co.,,,,,,,,,,,
新疆渔润渔业有限公司,Xinjiang Yurun Fisheries Co.,,,,,,,,,,,
新疆渝博农牧开发有限责任公司,Xinjiang Yubo Agriculture and Animal Husbandry Development Co.,Xinjiang Yubo Agriculture And Animal Husbandry Development Company Limited,"December 11, 2023",,,"""WEI Yujun"" (2012-2019: 0.42858, 2020-2025: 1)",,WEI Yujun:1,WEI Yujun:1,,,/pdfs/Xinjiang Yubo Agriculture And Animal Husbandry Development Company Limited.pdf
新疆溢隆泉渔业有限公司,Xinjiang Yilongquan Fishery Co.,,,,,,,,,,,
新疆炬拉农业开发有限公司,Xinjiang Jula Agricultural Development Co.,Xinjiang Jula Agricultural Development Company Limited,"December 10, 2023",,,"""Ahmadi Aziz"" (2015-2018: 0.66667); ""Unknown"" (2015-2018: 0.33334, 2019-2020: 0.33334, 2021-2025: 1)",,:1,:1,,,/pdfs/Xinjiang Jula Agricultural Development Company Limited.pdf
新疆热心渔业有限责任公司,Xinjiang Enthusiastic Fisheries Co.,,,,,,,,,,,
新疆爱得尔养殖农民专业合作社,Xinjiang Aideer Breeding Farmers Professional Cooperative,,,,,,,,,,,
新疆爱牧达畜牧服务有限公司,Xinjiang Aimuda Livestock Service Co.,,,,,,,,,,,
新疆牧界农业科技有限公司,Xinjiang Mujie Agricultural Technology Co.,,,,,,,,,,,
新疆特河渔业有限公司,Xinjiang Tehe Fishery Co.,Xinjiang Tehe Fishery Company Limited,"October 04, 2024",,,,,XIAO Feng:1,XIAO Feng:1,,,/pdfs/Xinjiang Tehe Fishery Company Limited.pdf
新疆玉水源水产养殖有限公司,Xinjiang Yushuiyuan Aquaculture Co.,,,,,,,,,,,
新疆玉泽渔牧农业开发有限公司,Xinjiang Yuze Fishing and Animal Husbandry Agricultural Development Co.,,,,,,,,,,,
新疆玉龙水韵渔业有限公司,Xinjiang Yulong Shuiyun Fishery Co.,Xinjiang Yulong Shuiyun Fishery Company Limited,"October 24, 2024",,,,,YANG Xiaolei:1,YANG Xiaolei:1,,,/pdfs/Xinjiang Yulong Shuiyun Fishery Company Limited.pdf
新疆玖泰水产养殖有限责任公司,Xinjiang Jiutai Aquaculture Co.,,,,,,,,,,,
新疆瑞生渔业有限公司,Xinjiang Ruisheng Fisheries Co.,,,,,,,,,,,
新疆甜之梦养殖有限责任公司,Xinjiang Sweet Dream Breeding Co.,,,,,,,,,,,
新疆生产建设兵团第八师一二一团聚鑫泊水产养殖专业合作社,Xinjiang Production and Construction Corps Eighth Division 121 Reunion Xinbo Aquaculture Professional Cooperative,,,,,,,,,,,
新疆疆泽农业科技有限公司,Xinjiang Jiangze Agricultural Technology Co.,,,,,,,,,,,
新疆疆盛水产养殖科技有限公司,Xinjiang Jiangsheng Aquaculture Technology Co.,,,,,,,,,,,
新疆疆祥渔生态农业科技发展有限公司,Xinjiang Jiangxiangyu Ecological Agriculture Science and Technology Development Co.,,,,,,,,,,,
新疆百成鲜食供应链有限公司,Xinjiang Baicheng Fresh Food Supply Chain Co.,Xinjiang Baicheng Fresh Food Supply Chain Company Limited Urumqi Branch,"December 11, 2023",Closed by owner,,,,Xinjiang Baicheng Fresh Food (Group) Supply Chain Company Limited:1,LIU Cheng:0.99; ZHENG Qianfang:0.01,,,/pdfs/Xinjiang Baicheng Fresh Food Supply Chain Company Limited Urumqi Branch.pdf
新疆百湖之城农业发展有限责任公司,Xinjiang Baihu City Agricultural Development Co.,,,,,,,,,,,
新疆百花村快餐连锁有限责任公司,Xinjiang Baihua Village Fast Food Chain Co.,Xinjiang Baihua Village Fast Food Chain Company Limited,"June 18, 2023",,,,Xinjiang Tongxin Property Services Company Limited:0.06667,,,,,/pdfs/Xinjiang Baihua Village Fast Food Chain Company Limited.pdf
新疆盛汇生态渔业有限公司,Xinjiang Shenghui Ecological Fishery Co.,,,,,,,,,,,
新疆碱滩科技有限公司,Xinjiang Jiantan Technology Co.,Xinjiang Jiantan Technology Company Limited,"December 09, 2023",,,"""ZHENG Tianjian"" (2019-2021: 0.7); ""MA Yuquan"" (2019-2021: 0.2); ""GAO Hongyan"" (2019-2021: 0.1)",,GAO Hongyan:0.8; MA Yuquan:0.15; ZHENG Tianjian:0.05,GAO Hongyan:0.8; MA Yuquan:0.15; ZHENG Tianjian:0.05,,,/pdfs/Xinjiang Jiantan Technology Company Limited.pdf
新疆福瑞盛安养殖家庭农场,Xinjiang Furui Shengan Breeding Family Farm,,,,,,,,,,,
新疆稻盛水产有限公司,Xinjiang Daosheng Aquatic Products Co.,,,,,,,,,,,
新疆童心园水产养殖农场,Xinjiang Tongxin Garden Aquaculture Farm,,,,,,,,,,,
新疆米兰锦泰源养殖科技有限公司,Xinjiang Milan Jintai Yuan Breeding Technology Co.,Xinjiang Milan Jintaiyuan Breeding Technology Company Limited,"March 11, 2024",,,,,MA Gang:0.9; ZHANG Jingyi:0.1,MA Gang:0.9; ZHANG Jingyi:0.1,,,/pdfs/Xinjiang Milan Jintaiyuan Breeding Technology Company Limited.pdf
新疆粤海水产有限公司,Xinjiang Yuehai Aquatic Products Co.,,,,,,,,,,,
新疆红石峪农业科技有限公司,Xinjiang Hongshiyu Agricultural Technology Co.,Xinjiang Hongshiyu Agricultural Technology Company Limited,"December 25, 2023",,,,,ZHANG Lijun:0.75; ZHANG Lidong:0.2; ZHANG Yong:0.05,ZHANG Lijun:0.75; ZHANG Lidong:0.2; ZHANG Yong:0.05,,,/pdfs/Xinjiang Hongshiyu Agricultural Technology Company Limited.pdf
新疆纯种畜牧原种保护有限责任公司,Xinjiang Purebred Livestock Original Seed Protection Co.,,,,,,,,,,,
新疆罗布泊水产有限公司,Xinjiang Lop Nur Aquatic Products Co.,,,,,,,,,,,
新疆羌海水产有限责任公司,Xinjiang Qianghai Aquatic Products Co.,,,,,,,,,,,
新疆美农生态农业有限公司,Xinjiang Mei Nong Ecological Agriculture Co.,Xinjiang Meinong Ecological Agriculture Company Limited,"December 11, 2023",,,"""Shanghai Huayuan Ecological Agriculture (Group) Company Limited"" (2017-2021: 0.7); ""Shanghai Luxing Biological Technology Company Limited"" (2017-2021: 0.3, 2022-2025: 0.3)",,Shanghai Huayuan Ecological Agriculture (Group) Company Limited:0.7; Shanghai Luxing Biological Technology Company Limited:0.3,,,,/pdfs/Xinjiang Meinong Ecological Agriculture Company Limited.pdf
新疆翔耀水产有限公司,Xinjiang Xiangyao Aquatic Products Co.,,,,,,,,,,,
新疆翼源鲜水产养殖有限公司,Xinjiang Yiyuan Fresh Aquaculture Co.,Xinjiang Yiyuan Fresh Aquaculture Company Limited,"March 14, 2024",,,"""ZHOU Xiaobing"" (2023-2025: 0.4); ""XU Xiangdong"" (2023-2025: 0.2); ""ZHOU Guifang"" (2023-2025: 0.2); ""HAN Yongfeng"" (2023-2025: 0.1); ""WANG Aimin"" (2023-2025: 0.1)",,ZHOU Xiaobing:0.4; XU Xiangdong:0.2; ZHOU Guifang:0.2; HAN Yongfeng:0.1; WANG Aimin:0.1,ZHOU Xiaobing:0.4; ZHOU Guifang:0.2; XU Xiangdong:0.2; HAN Yongfeng:0.1; WANG Aimin:0.1,,,/pdfs/Xinjiang Yiyuan Fresh Aquaculture Company Limited.pdf
新疆艾维拉农业科技发展有限公司,Xinjiang Avila Agricultural Technology Development Co.,Xinjiang Avila Agricultural Technology Development Company Limited,"August 04, 2024",Labor Issues - Agriculture,,,,Nigati Ubuli:0.806; ZHANG Long:0.164; Pazilijan Iskandar:0.03,Nigati Ubuli:0.806; ZHANG Long:0.164; Pazilijan Iskandar:0.03,,,/pdfs/Xinjiang Avila Agricultural Technology Development Company Limited.pdf
新疆苏丰农业发展有限公司,Xinjiang Sufeng Agricultural Development Co.,Xinjiang Sufeng Agricultural Development Company Limited,"March 10, 2024",,,,,HE Xiaofeng:0.99; TAN Haijun:0.01,HE Xiaofeng:0.99; TAN Haijun:0.01,,,/pdfs/Xinjiang Sufeng Agricultural Development Company Limited.pdf
新疆苏盐水产养殖农业生态科技有限公司,Xinjiang Suyan Aquaculture Agricultural Ecological Technology Co.,,,,,,,,,,,
新疆蔡鲜汇沣渔业养殖有限公司,Xinjiang Cai Xianhui Fisheries Breeding Co.,,,,,,,,,,,
新疆虾红天山养殖有限公司,Xinjiang Xiahong Tianshan Aquaculture Co.,,,,,,,,,,,
新疆讴牧农业发展有限公司,Xinjiang Aomu Agricultural Development Co.,,,,,,,,,,,
新疆赛湖冷水鱼良种繁育有限责任公司,Xinjiang Saihu Cold Water Fish Breeding Co.,,,,,,,,,,,
新疆赛湖渔业科技开发有限公司,Xinjiang Saihu Fishery Technology Develop. Co.,,,,,,,,,,,
新疆跃诚生态养殖有限公司,Xinjiang Yuecheng Ecological Breeding Co.,,,,,,,,,,,
新疆辉佑渔业发展有限公司,Xinjiang Huiyou Fishery Development Co.,,,,,,,,,,,
新疆那拉提种畜有限公司,Xinjiang Nalati breeding animal limited company,,,,,,,,,,,
新疆那拉泉生态养殖有限公司,Xinjiang Nalaquan Ecological Breeding Co.,,,,,,,,,,,
新疆郭雯美水产销售有限公司,Xinjiang Guowenmei Aquatic Products Sales Co.,,,,,,,,,,,
新疆金泉渔业有限责任公司,Xinjiang Jinquan Fishery Co.,,,,,,,,,,,
新疆金温水产养殖有限责任公司,Xinjiang Jinwen Aquaculture Co.,Xinjiang Jinwen Aquaculture Company Limited,"December 14, 2023",Closed by owner,,"""SHEN Wenjun"" (2016-2025: 1)",,SHEN Wenjun:1,SHEN Wenjun:1,,,/pdfs/Xinjiang Jinwen Aquaculture Company Limited.pdf
新疆金牧源畜牧服务有限公司莎车县第十四分公司,Xinjiang Golden Muyuan Animal Husbandry Service Co.,,,,,,,,,,,
新疆金盘畜牧养殖有限公司,Xinjiang Jinpan Livestock Breeding Co.,,,,,,,,,,,
新疆金羔畜牧有限公司,Xinjiang Jinlao Livestock Co.,,,,,,,,,,,
新疆金阳光畜牧养殖有限公司,Xinjiang Jinyang Sunshine Animal Husbandry Breeding Co.,,,,,,,,,,,
新疆金马坡养殖农民专业合作社,Xinjiang Jinmapo Breeding Farmers Professional Cooperative,,,,,,,,,,,
新疆鑫成水产养殖专业合作社,Xinjiang Xincheng Aquaculture Professional Cooperative,Xinjiang Xincheng Aquaculture Professional Cooperative,"December 24, 2023",,,,,CHENG Liang:0.5; FANG Yan:0.2; CHENG Guangjun:0.15; ZHANG Chunling:0.1; ZHANG Tao:0.05,CHENG Liang:0.5; FANG Yan:0.2; CHENG Guangjun:0.15; ZHANG Chunling:0.1; ZHANG Tao:0.05,,,/pdfs/Xinjiang Xincheng Aquaculture Professional Cooperative.pdf
新疆鑫晨水产养殖有限公司,Xinjiang Xinchen Aquaculture Co.,,,,,,,,,,,
新疆长玖水产养殖有限公司,Xinjiang Changjiu Aquaculture Co.,Xinjiang Changjiu Aquaculture Company Limited,"December 30, 2024",,,,,XIE Guoqing:0.98; XIE Jiangbo:0.02,XIE Guoqing:0.98; XIE Jiangbo:0.02,,,/pdfs/Xinjiang Changjiu Aquaculture Company Limited.pdf
新疆闽鳗特种养殖服务有限责任公司,Xinjiang Fujin Eel Special Breeding Service Co.,,,,,,,,,,,
新疆阿塔宝乐生物科技有限公司,Xinjiang Atbao Le Biotechnology Co.,,,,,,,,,,,
新疆阿尔泰冰川鱼股份有限公司,Xinjiang Altai Glacier Fish Co.,Xinjiang Altai Glacier Fish Company Limited,"January 01, 2025",Labor Issues - Agriculture; Government Ownership: 20.0%, 20.0%,"""Dahu Aquaculture Company Limited"" (2009-2013: 0.51, 2014-2016: 0.618, 2017-2020: 0.628, 2021-2025: 0.628); ""Fuhai County State-Owned Assets Investment Company Limited"" (2009-2013: 0.2, 2014-2016: 0.2, 2017-2020: 0.2, 2021-2025: 0.2); ""LU Xin"" (2009-2013: 0.18, 2014-2016: 0.072, 2017-2020: 0.072, 2021-2025: 0.072); ""Changsha New Hope Biotechnology Company Limited"" (2009-2013: 0.05, 2021-2025: 0.05); ""DOU Xinqiang"" (2009-2013: 0.05, 2014-2016: 0.05, 2017-2020: 0.05); ""ZHOU Xiaoping"" (2009-2013: 0.04, 2014-2016: 0.04, 2017-2020: 0.03, 2021-2025: 0.03); ""YANG Yong"" (2009-2013: 0.02, 2014-2016: 0.02, 2017-2020: 0.02, 2021-2025: 0.02)",,Dahu Aquaculture Company Limited:0.628; Fuhai County State-Owned Assets Investment Company Limited:0.2; LU Xin:0.072; Changsha New Hope Biotechnology Company Limited:0.05; ZHOU Xiaoping:0.03; YANG Yong:0.02,Dahu Aquaculture Company Limited:0.628; Altay State-Owned Assets Supervision And Administration Commission:0.104; Fuhai County State-Owned Assets Investment Management Center:0.096; LU Xin:0.072; ZHOU Xiaoping:0.03; DOU Xinqiang:0.03; YANG Yong:0.02; ZHANG Xiang:0.02,,,/pdfs/Xinjiang Altai Glacier Fish Company Limited.pdf
新疆阿拉尔市同森水产养殖有限公司,Xinjiang Alar Tongsen Aquaculture Co.,,,,,,,,,,,
新疆阿拉尔市纪歌生态渔业科技发展有限公司,Jige Ecological Fishery Technology Development Co.,,,,,,,,,,,
新疆阿拉尔市金祥生态农业发展有限责任公司,Jinxiang Ecological Agriculture Development Co.,Liaoning Jinxiang Ecological Agriculture Development Company Limited,,,,,,,,Liaoning Jinxiang Ecological Agriculture Development Company Limited:Other Unclassified Items:145000:2020-05-18,,/pdfs/Liaoning Jinxiang Ecological Agriculture Development Company Limited.pdf
新疆雄征实业有限公司,Xinjiang Xiongzheng Industrial Co.,,,,,,,,,,,
新疆集结号生态农业科技有限公司,Xinjiang Assembly Ecological Agriculture Technology Co.,,,,,,,,,,,
新疆雪域额河龙虾生态养殖有限责任公司,Xinjiang Snowy Ehe Lobster Ecological Breeding Co.,,,,,,,,,,,
